年,月,供應商,材料名稱,數量,單位,金額,資料來源,備註,項目,據點,用電量(kWh),T&D損失比例(%),上游燃料排放估比(gCO2e/kWh),運輸類型,運具,距離(km),重量(kg),裝載率(%),廢棄物類別,數量(kg),處理方式,交通工具,夜宿(晚),交通方式,通勤人數,每人每日單趟距離(km),每月上班天數
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,44.9,564.2,63.1,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,122.2,171.6,73.7,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,165.3,583.6,63.3,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,121.4,575.9,66.2,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,218.8,423.4,60.0,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,179.3,325.8,75.2,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,221.1,262.4,83.4,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,247.7,438.5,67.3,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,267.7,339.3,69.9,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,112.8,313.2,81.3,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,168.7,515.8,87.6,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,228.4,543.3,63.3,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,251.3,570.2,77.7,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,235.9,461.9,78.6,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,126.4,405.4,67.6,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,302.9,328.2,89.5,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,231.3,339.5,84.0,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,218.1,600.0,69.5,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,73.0,490.9,60.6,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,280.9,296.4,82.2,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,261.0,480.6,63.8,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,203.8,318.8,75.2,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,175.2,443.9,89.8,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,194.9,451.4,86.4,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,170.9,320.1,61.5,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,203.5,511.3,85.1,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,243.6,569.5,86.2,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,115.0,348.6,71.9,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,246.0,604.5,82.8,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,193.0,411.7,60.4,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,149.8,480.3,62.8,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,194.6,401.8,64.5,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,266.3,392.3,85.8,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,53.0,310.6,82.0,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,172.9,453.7,82.3,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,273.7,497.5,63.1,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,126.3,359.7,63.0,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,159.8,670.5,89.4,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,174.4,660.4,71.8,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,231.1,831.5,72.3,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,150.6,406.6,65.9,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,180.8,483.4,64.9,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,220.0,217.6,67.3,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,185.0,443.0,68.3,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,155.6,288.9,74.1,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,119.5,483.5,88.8,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,62.5,223.0,67.6,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,178.3,437.6,87.0,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,109.7,316.7,62.2,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,154.1,599.4,62.9,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,146.5,350.0,65.0,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,243.0,412.6,77.5,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,87.9,507.5,72.1,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,275.3,432.3,88.2,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,103.4,422.9,67.9,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,203.8,359.8,73.5,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,249.5,568.5,86.2,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,261.8,513.5,67.3,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,187.2,346.0,83.3,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,169.8,675.9,76.1,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,180.4,459.1,88.6,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,198.6,647.7,76.6,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,236.4,439.5,63.6,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,209.4,556.4,74.0,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,200.2,407.3,89.7,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,76.6,12.2,64.6,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,137.3,310.5,70.3,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,179.9,719.2,83.8,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,119.9,465.7,79.2,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,164.7,286.2,61.9,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,163.0,454.2,79.0,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,120.0,524.0,81.8,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,95.0,400.5,74.2,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,193.8,266.3,80.3,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,95.7,525.8,86.8,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,161.8,522.5,79.8,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,287.7,627.5,82.2,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,226.0,492.3,75.3,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,176.4,548.9,70.3,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,180.2,526.1,62.8,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,225.4,405.0,60.6,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,150.0,623.1,85.8,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,183.1,327.5,68.3,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,200.4,524.4,87.3,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,53.5,523.9,88.6,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,179.7,454.3,69.6,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,150.0,474.3,60.7,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,239.2,449.8,73.3,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,122.7,531.3,76.3,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,134.3,462.2,67.3,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,122.7,515.1,89.3,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,186.6,425.5,74.4,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,189.0,626.6,68.7,,,,,,,,,
2024,2,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,170.8,503.4,66.6,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,176.4,372.7,70.1,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,175.4,623.4,83.2,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,84.4,422.5,65.8,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,348.6,608.3,88.0,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,170.9,479.3,83.7,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,155.5,463.2,63.4,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,163.4,528.4,76.6,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,190.8,545.4,89.8,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,274.8,442.0,81.8,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,247.8,599.0,72.7,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,114.2,512.4,83.6,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,258.2,354.6,69.6,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,110.9,417.4,86.8,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,248.0,459.5,64.6,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,207.0,331.4,60.0,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,168.9,421.7,79.6,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,165.4,438.2,85.8,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,138.8,418.4,62.8,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,183.7,604.6,82.6,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,283.1,450.5,71.0,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,180.9,384.8,63.6,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,241.1,403.9,84.7,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,196.4,565.5,79.6,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,180.1,463.3,89.3,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,108.8,279.9,79.7,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,120.9,269.1,76.5,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,155.3,666.2,61.5,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,173.0,221.0,72.6,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,134.3,258.0,71.6,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,100.8,500.1,76.9,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,179.4,525.9,66.4,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,216.8,493.8,86.7,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,164.6,570.9,61.8,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,106.3,685.3,80.4,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,100.6,323.0,72.7,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,141.0,437.7,69.6,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,316.9,344.5,67.9,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,168.8,391.3,87.9,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,71.4,284.6,78.6,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,177.3,609.0,84.6,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,125.9,543.9,72.0,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,213.6,380.8,84.2,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,109.0,315.3,74.8,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,199.6,460.4,77.5,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,217.1,518.5,63.1,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,281.0,329.8,72.3,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,155.3,458.2,88.0,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,238.0,262.9,77.0,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,136.5,486.2,69.6,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,284.4,445.4,65.0,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,227.7,461.7,76.9,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,129.8,436.1,87.8,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,272.2,521.2,88.4,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,142.6,494.8,60.1,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,201.8,644.4,60.8,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,59.2,189.5,74.0,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,100.4,480.1,86.4,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,190.2,548.9,64.8,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,195.5,194.5,89.0,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,110.6,370.6,77.8,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,216.9,199.9,74.5,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,120.2,152.3,72.7,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,109.2,408.3,83.8,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,213.9,498.5,86.2,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,90.9,495.1,80.7,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,178.7,382.7,78.6,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,197.6,566.1,66.4,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,67.3,539.0,62.9,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,204.7,482.4,89.2,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,342.6,528.9,79.0,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,206.3,501.3,76.0,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,199.6,727.2,81.2,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,164.8,436.9,88.1,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,294.8,492.3,64.7,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,155.4,389.1,71.9,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,76.0,560.0,69.3,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,112.4,495.2,62.8,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,89.1,565.2,89.3,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,178.5,257.4,83.9,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,197.5,471.3,89.2,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,161.0,106.0,71.6,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,254.9,461.3,62.3,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,139.7,340.1,78.4,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,67.7,505.5,89.3,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,214.5,428.1,89.3,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,167.8,411.1,61.9,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,195.4,533.4,76.1,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,154.9,511.6,78.5,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,262.1,601.3,62.7,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,238.3,569.5,71.3,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,203.4,424.9,69.6,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,229.5,340.6,66.9,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),van,163.7,539.5,65.6,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,194.2,253.7,75.2,,,,,,,,,
2024,3,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,105.2,95.3,74.3,,,,,,,,,
2024,4,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_7.5t,266.3,283.1,79.1,,,,,,,,,
2024,4,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,271.0,729.1,86.9,,,,,,,,,
2024,4,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,210.6,410.9,79.4,,,,,,,,,
2024,4,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,173.1,626.1,85.7,,,,,,,,,
2024,4,,,,,,進料物流/請款單,模擬資料,,,,,,上游運輸(供應商→工廠),truck_20t,201.4,664.2,80.2,,,,,,,,,
